route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"RWS",6,4842,"Rockaway West",20136,1,201,2
"RWS",6,4843,"Rockaway West",20138,1,201,2
"RWS",6,4844,"Rockaway West",20140,1,201,2
"RWS",6,4845,"Rockaway West",20142,1,201,2
"RWS",6,4846,"Rockaway West",20143,1,201,2
"SB",6,4899,"Red Hook/Atlantic Basin",3502,0,35,126
"SB",6,4900,"Red Hook/Atlantic Basin",3504,0,35,126
"SB",6,4901,"Red Hook/Atlantic Basin",3506,0,35,126
"SB",6,4902,"Red Hook/Atlantic Basin",3508,0,35,126
"SB",6,4903,"Red Hook/Atlantic Basin",3510,0,35,126
"SB",6,4904,"Red Hook/Atlantic Basin",3512,0,35,126
"SB",6,4905,"Red Hook/Atlantic Basin",3514,0,35,126
"SB",6,4906,"Red Hook/Atlantic Basin",3516,0,35,126
"SB",6,4907,"Red Hook/Atlantic Basin",3518,0,35,126
"SB",6,4908,"Red Hook/Atlantic Basin",3520,0,35,126
"SB",6,4909,"Wall St./Pier 11 Limited",3501,1,35,125
"SB",6,4910,"Wall St./Pier 11 Limited",3503,1,35,125
"SB",6,4911,"Wall St./Pier 11 Limited",3505,1,35,125
"SB",6,4912,"Wall St./Pier 11 Limited",3507,1,35,125
"SB",6,4913,"Wall St./Pier 11 Limited",3509,1,35,125
"SB",6,4914,"Wall St./Pier 11 Limited",3511,1,35,125
"SB",6,4915,"Wall St./Pier 11 Limited",3513,1,35,125
"SB",6,4916,"Wall St./Pier 11 Limited",3515,1,35,125
"SB",6,4917,"Wall St./Pier 11 Limited",3517,1,35,125
"SB",6,4918,"Wall St./Pier 11 Limited",3519,1,35,125
"SB",6,4919,"Wall St./Pier 11 Limited",3521,1,35,125
"GI",6,4920,"Governors Island",7129,0,71,76
"GI",6,4921,"Governors Island",7131,0,71,76
"ER",1,4922,"Hunters Point South",1301,1,13,82
"ER",1,4923,"Hunters Point South",1401,1,14,82
"ER",1,4924,"Hunters Point South",1501,1,15,82
"ER",1,4925,"Hunters Point South",1102,1,11,82
"ER",1,4926,"Hunters Point South",1202,1,12,82
"ER",1,4927,"Hunters Point South",1303,1,13,82
"ER",1,4928,"Hunters Point South",1403,1,14,82
"ER",1,4929,"Hunters Point South",1503,1,15,82
"ER",1,4930,"Hunters Point South",1104,1,11,82
"ER",1,4931,"Hunters Point South",1204,1,12,82
"ER",1,4932,"Hunters Point South",1305,1,13,82
"ER",1,4933,"Hunters Point South",1505,1,15,82
"ER",1,4934,"Hunters Point South",1106,1,11,82
"ER",1,4935,"Hunters Point South",1307,1,13,82
"ER",1,4936,"Hunters Point South",1507,1,15,82
"ER",1,4937,"Hunters Point South",1108,1,11,82
"ER",1,4938,"Hunters Point South",1309,1,13,82
"ER",1,4939,"Hunters Point South",1509,1,15,82
"ER",1,4940,"Hunters Point South",1110,1,11,82
"ER",1,4941,"Hunters Point South",1311,1,13,82
"ER",1,4942,"Hunters Point South",1511,1,15,82
"ER",1,4943,"Hunters Point South",1206,1,12,82
"ER",1,4944,"Hunters Point South",1112,1,11,82
"ER",1,4945,"Hunters Point South",1405,1,14,82
